lat,lon,vwind,uwind,speed,wdir,gust
32.5657756413906,-117.09549688800863,-0.55,2.96,3.0100000000000002,271.2,4.07
32.56944634735701,-117.06899273673679,-1.16,2.29,2.57,287.6,4.1
32.573112654160205,-117.04248688338741,-1.25,2.17,2.5,290.6,4.3
32.57677456147917,-117.01597932982301,-1.1300000000000001,2.46,2.71,285.40000000000003,4.71
32.56599153744556,-117.25887514790341,-0.44,2.72,2.7600000000000002,269.7,2.7600000000000002
32.56968915672178,-117.23237621165367,0.06,3.47,3.47,259.6,3.47
32.57338237808693,-117.20587556117135,0.53,3.95,3.99,253.0,3.99
32.577071201217365,-117.17937319831555,1.01,4.18,4.3,247.10000000000002,4.3
32.58075562579013,-117.1528691249459,1.52,4.14,4.41,240.4,4.64
32.58443565148247,-117.12636334292291,0.33,3.6,3.61,255.5,4.58
32.58811127797228,-117.09985585410789,0.5,3.5300000000000002,3.5700000000000003,252.5,4.3500000000000005
32.59178250493769,-117.07334666036279,-0.61,2.63,2.7,273.7,4.11
32.59544933205744,-117.04683576355045,-0.74,2.5100000000000002,2.61,277.0,4.13
32.599111759010604,-117.02032316553436,-0.84,2.64,2.77,278.3,4.6000000000000005
32.58462017717189,-117.28976832162805,-0.44,2.62,2.66,270.1,2.66
32.58832271942843,-117.263266064094,0.07,3.16,3.16,259.3,3.16
32.592020863414575,-117.23676208947175,0.55,3.63,3.67,251.9,3.67
32.59571460880657,-117.21025639962065,0.98,4.28,4.39,247.70000000000002,4.39
32.59940395528106,-117.18374899640051,1.44,4.47,4.7,242.70000000000002,4.7
32.60308890251512,-117.15723988167208,1.99,4.17,4.62,235.20000000000002,4.91
32.60676945018622,-117.13072905729695,1.22,3.3000000000000003,3.52,240.3,4.95
32.61044559797238,-117.10421652513729,1.4000000000000001,3.18,3.48,236.9,4.6000000000000005
32.6141173455519,-117.07770228705613,0.5,2.75,2.79,250.4,4.16
32.617784692603664,-117.05118634491727,-0.04,2.52,2.52,261.6,4.14
32.62144763880693,-117.02466870058524,-0.19,2.62,2.62,264.8,4.5200000000000005
32.60694951627339,-117.29416599414037,-0.61,2.66,2.72,273.5,2.72
32.61065258353501,-117.26765869737284,0.2,3.39,3.4,257.1,3.4
32.61435125184348,-117.24114968251897,0.64,4.07,4.12,251.60000000000002,4.12
32.61804552087515,-117.21463895143897,1.07,4.51,4.64,247.20000000000002,4.64
32.62173539030688,-117.18812650599384,1.53,4.71,4.95,242.70000000000002,4.95
32.625420859815826,-117.1616123480452,1.16,3.42,3.61,241.8,5.24
32.62910192907975,-117.13509647945563,1.34,3.31,3.5700000000000003,238.70000000000002,5.32
32.6327785977767,-117.10857890208833,2.22,3.16,3.87,225.60000000000002,4.84
32.636450865585275,-117.08205961780735,1.37,2.81,3.13,234.8,4.29
32.640118732184334,-117.05553862847741,0.79,2.67,2.7800000000000002,244.10000000000002,4.21
32.64378219725347,-117.02901593596411,0.23,2.75,2.7600000000000002,255.9,4.54
32.62927753427415,-117.29856538659854,-0.73,2.97,3.06,274.40000000000003,3.06
32.632981126152565,-117.27205304873814,-0.35000000000000003,3.35,3.37,266.5,3.37
32.63668031839551,-117.24553899179242,0.09,3.9,3.9,259.3,3.9
32.6403751106795,-117.21902321762268,0.85,4.47,4.55,249.8,4.55
32.64406550268147,-117.19250572809074,1.28,4.91,5.07,246.0,5.07
32.647751494078804,-117.1659865250594,1.28,3.42,3.65,240.10000000000002,5.26
32.65143308454937,-117.13946561039215,2.99,4.0200000000000005,5.01,224.0,5.54
32.65511027377144,-117.1129429859532,2.58,3.4,4.2700000000000005,223.5,4.95
32.65878306142366,-117.08641865360758,1.83,2.81,3.35,227.60000000000002,4.43
32.66245144718525,-117.05989261522107,0.9,2.73,2.87,242.5,4.3
32.666115430735736,-117.0333648726602,0.67,2.86,2.93,247.4,4.61
32.651604227561805,-117.30296650000254,-1.33,2.5500000000000003,2.88,288.1,2.88
32.65530834366865,-117.27644911918883,-1.06,2.96,3.14,280.3,3.14
32.65900805945808,-117.24993001829009,-0.71,3.59,3.66,271.7,3.66
32.66270337460675,-117.22340919916857,0.0,4.26,4.26,260.7,4.26
32.66639428879179,-117.1968866636872,0.44,4.3,4.32,254.8,4.32
32.67008080169075,-117.17036241370965,1.24,4.34,4.51,244.70000000000002,4.58
32.67376291298162,-117.14383645110046,2.14,3.8000000000000003,4.36,231.20000000000002,4.95
32.677440622342885,-117.11730877772489,1.99,3.43,3.97,230.5,4.62
32.681113929453346,-117.09077939544885,1.18,2.84,3.08,238.0,4.25
32.68478283399231,-117.06424830613922,0.61,2.71,2.7800000000000002,248.0,4.24
32.68844733563955,-117.0377155116635,0.4,2.87,2.9,252.70000000000002,4.5
32.69210743407525,-117.01118101388998,0.5700000000000001,2.82,2.87,249.20000000000002,4.8100000000000005
32.67392959252438,-117.30736933535309,-1.78,2.0,2.68,302.3,2.68
32.67763423247103,-117.28084690972462,-1.8,2.2800000000000002,2.9,298.90000000000003,3.08
32.681334471418694,-117.25432276301072,-2.4,1.53,2.85,318.1,3.21
32.685030309044286,-117.2277968970745,-1.31,3.0300000000000002,3.3000000000000003,283.90000000000003,3.3000000000000003
32.68872174502502,-117.20126931377993,-0.99,2.87,3.04,279.6,3.04
32.692408779038686,-117.17474001499171,-0.66,2.23,2.32,277.1,2.61
32.69609141076339,-117.14820900257534,1.48,4.26,4.51,241.5,4.79
32.69976963987771,-117.12167627839706,0.38,2.65,2.68,252.5,3.2600000000000002
32.703443466060726,-117.09514184432388,-0.2,2.43,2.43,265.40000000000003,3.63
