lat,lon,vwind,uwind,speed,wdir,gust
44.11518946361845,-109.67592424720142,3.86,6.42,7.49,232.8,12.23
44.11751045737364,-109.64614556785251,4.96,4.39,6.62,215.4,11.42
44.117827033303065,-109.91739080958057,-0.84,3.33,3.44,277.8,5.3
44.12018605960711,-109.88761712292447,-1.25,3.33,3.56,284.3,5.55
44.12254035474459,-109.85784199434131,-1.25,3.36,3.58,284.2,5.8
44.12488991859103,-109.82806542659888,-0.6,3.65,3.7,273.1,6.53
44.12723475102235,-109.79828742246586,0.28,4.51,4.51,260.2,7.99
44.12957485191457,-109.7685079847117,0.52,6.53,6.55,259.2,10.1
44.131910221144146,-109.7387271161068,0.52,8.540000000000001,8.55,260.3,13.040000000000001
44.13424085858776,-109.70894481942223,1.44,12.83,12.91,257.40000000000003,14.89
44.13656676412229,-109.67916109742987,2.9,12.93,13.25,251.20000000000002,14.99
44.13888793762506,-109.64937595290252,3.16,7.3,7.95,240.4,13.290000000000001
44.13919978644707,-109.92068079217788,-0.41000000000000003,3.63,3.65,270.2,6.32
44.141558995372634,-109.89090064509331,-0.88,4.87,4.95,273.90000000000003,7.43
44.143913472738085,-109.8611190551351,-0.88,5.38,5.45,273.0,7.930000000000001
44.14626321841913,-109.83133602507277,-0.42,5.18,5.2,268.40000000000003,8.1
44.14860823229178,-109.80155155767677,0.76,9.52,9.55,259.2,9.72
44.15094851423227,-109.7717656557184,0.51,6.79,6.8100000000000005,259.5,10.05
44.153284064117145,-109.74197832196961,0.73,10.03,10.06,259.6,13.55
44.155614881823226,-109.71218955920342,0.47000000000000003,10.040000000000001,10.05,261.1,15.73
44.157940967227646,-109.68239937019341,0.75,10.32,10.34,259.7,16.32
44.16026232020773,-109.65260775771412,1.41,8.91,9.02,254.8,14.92
44.16056944115086,-109.9239722204178,0.73,3.99,4.0600000000000005,253.3,7.08
44.16292883242345,-109.894185610136,1.97,8.040000000000001,8.27,249.9,8.57
44.16528349174289,-109.86439755603305,0.03,7.71,7.71,263.5,7.95
44.16763341898508,-109.83460806088044,-0.44,8.17,8.19,266.8,8.58
44.16997861402615,-109.80481712745025,0.03,6.24,6.24,263.5,9.16
44.17231907674252,-109.77502475851553,0.98,9.53,9.58,257.90000000000003,10.34
44.174654807010846,-109.74523095685004,1.71,10.58,10.72,254.60000000000002,13.31
44.17698580470813,-109.71543572522849,1.97,14.06,14.19,255.8,15.58
44.17931206971168,-109.68563906642635,1.46,15.31,15.38,258.3,17.16
44.18163360189895,-109.65584098321982,0.9400000000000001,10.09,10.13,258.5,17.07
44.18193599419327,-109.92726509524945,0.9500000000000001,4.76,4.86,252.4,7.78
44.18429556753834,-109.89747201899984,2.02,2.25,3.0300000000000002,221.70000000000002,5.9
44.18665040853781,-109.86767749798096,0.72,2.81,2.9,249.3,6.36
44.18900051706765,-109.83788153496582,-0.44,4.93,4.95,268.8,7.88
44.19134589300423,-109.80808413272847,-0.45,6.95,6.96,267.5,9.8
44.193686536224035,-109.77828529404356,0.74,8.52,8.56,258.8,11.28
44.19602244660399,-109.74848502168673,1.47,8.57,8.69,254.0,13.72
44.19835362402119,-109.71868331843439,2.2,8.88,9.15,249.9,15.74
44.20068006835306,-109.68888018706373,3.44,14.64,15.040000000000001,250.60000000000002,18.03
44.20300177947725,-109.65907563035285,1.98,12.1,12.26,254.5,19.91
44.20329944235459,-109.93055941762283,0.98,6.71,6.78,255.4,9.77
44.20565919749757,-109.90075987263317,1.47,3.13,3.46,238.60000000000002,7.69
